showid,name,type,rating,duration,description,hook_text,genre,release_year,release_date,mood_tag,actors,creator,director,audio,subtitles,tags,similar_titles_id,production_country
81133447,Griselda,TVSeries,A,1 Season,"Inspired by real events, this fictional dramatization shows Griselda Blanco's journey from Medellín to becoming ""the Godmother"" of Miami's drug empire.","From the creative minds of ""Narcos"" and ""Narcos: Mexico."" Starring Sofía Vergara.",Drama,2024,2024-1-25,Gritty,Sofía Vergara;Alberto Guerra;Christian Tappan;Martín Rodríguez;Juliana Aidén Martinez;Vanessa Ferlito,Doug Miro;Eric Newman;Carlo Bernard;Ingrid Escajeda,,,,TV Dramas;Crime TV Shows;US TV Shows;TV Shows Based on Real Life,81306170;81175669;80025172;80107369;80090726;80997085;81268316;80238738;81588093;81586657;80133042;80998988,United States
81748864,Dinner Time Live With David Chang,TVSeries,U/A 16+,1 Season,Chef David Chang hosts an unfiltered dining experience as he cooks for celebrity guests and shares culinary secrets. (Live event in English.),,Reality TV,2024,2024-1-25,Relaxing,David Chang,,,,,Food & Travel TV;Reality TV;US TV Shows;Lifestyle,81590663;81626839;80160037;80217627;81507383;81338328;81462121,United States
81588208,Masters of the Universe: Revolution,TVSeries,U/A 13+,1 Season,It's technology versus magic as He-Man and friends fight back against the shadowy forces of Skeletor in an epic battle for the heart of Eternia.,"An animated series with the voices of Mark Hamill, Melissa Benoist, William Shatner, Keith David, Lena Headey and more.",Action,2023,2024-1-25,Exciting,Chris Wood;Melissa Benoist;Mark Hamill;William Shatner;Keith David;Tiffany Smith;Lena Headey;Liam Cunningham;Susan Eisenberg;Meg Foster;Stephen Root;Griffin Newman;Gates McFadden;Diedrich Bader,,,,,Family Watch Together TV;TV Action & Adventure;US TV Shows;Fantasy TV Shows,81154670;81092958;81721676;81564899;70177020;81294811;81436990;81733654;80179762;81727155;81725736;81446739,United States
81436990,Animal,Movie,A,3.4,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,Bollywood stars Ranbir Kapoor and Anil Kapoor star alongside Bobby Deol and Rashmika Mandanna in this action-thriller.,Action,2023,2024-1-25,Violent,Ranbir Kapoor;Anil Kapoor;Bobby Deol;Rashmika Mandanna;Triptii Dimri;Shakti Kapoor;Charu Shankar;Prithviraj;Prem Chopra;Suresh Oberoi,,Sandeep Reddy Vanga,Hindi [Original];Kannada;Malayalam;Tamil;Telugu,English,Hindi-Language Movies;Bollywood Movies;Crime Movies;Action & Adventure Movies,81721676;81639323;81493411;81626533;81727155;773843;81671565;81500601;81198910;81586657;81519291;81754779,India
81482494,Encounter,TVSeries,U/A 13+,1 Season,"Following a chance encounter overseas, a woman with much to lose and a man with little to his name meet again as employer and employee.","A melodrama starring Song Hye-kyo (""Descendants of the Sun"") and Park Bo-gum (""Record of Youth"").",Romance,2018,2024-1-24,Bittersweet;Intimate;Romantic,Song Hye-kyo;Park Bo-gum;Jang Seung-jo;Jeon So-nee;Moon Sung-keun;Cha Hwa-yeon;Nam Gi-ae;Shin Jung-keun;Ko Chang-seok,Park Shin-woo;Yu Young-a,,,,Romantic TV Dramas;TV Dramas;Korean,81290301;80123798;80990935;80986896;81094069;80986933;70296735;81394495;81519223;81463556;81509440;81159258,South Korea
81755382,Society of the Snow: Who Were We on the Mountain?,Movie,U/A 13+,0.6,"An in-depth look at the creative process behind ""Society of the Snow,"" featuring cast, crew, director J.A. Bayona and even real-life survivors.",,Documentary,2024,2024-1-24,Inspiring,,,Manuel Romo,Spanish (Latin America) - Audio Description;Spanish (Latin America) [Original],English;English;Spanish (Latin America),Spanish;Documentaries,80224905;81307163;81399204;81397884;81380539;81130130;81681112;81620852;80204890;81607097;81564452;81306195,Spain
81716255,Bogeyman,Movie,U/A 13+,1.6833,"Fresh out of jail, a crook hopes to retire after one last job. But his plans go haywire when two kids appear on his doorstep claiming to be his progeny.",,Action,2024,2024-1-24,Exciting,Amir Karara;Yasmine Sabri;Mohamed Anwar;Mohamed Abdel-Rahman;Bassem Samra;Mohammed Abd El-Azim,,Husain El-Minbawi,Arabic (Egypt) [Original],English,Egyptian;Middle Eastern Movies;Crime Movies;Comedy Movies;Action & Adventure Movies,81721676;81436990;70019508;773843;81697985;80090726;81446739;80221677;81486233;81727155;81713009;81098497,Egypt
81661226,It's OK,TVSeries,U/A 13+,1 Season,An intimate look inside the life of Lebanese superstar Elissa as she prepares to drop her first independent album and reflects on her path to stardom.,A behind-the-scenes portrait of a the Lebanese pop icon and World Music Award winner.,Documentary,2023,2024-1-24,Heartfelt;Emotional,Elissa,,,,,Music;Middle Eastern TV Shows;Emirati;Biographical Documentaries;Docuseries,80224905;81338328;81031929;81133260;81681112;80213846;81564452;81607097;81620852;81223488;81306326,United Arab Emirates
81647358,Six Nations: Full Contact,TVSeries,U/A 16+,1 Season,"Round by round, match by match, the best rugby teams in Europe battle it out to take home the trophy in the 2023 Guinness Six Nations Championship.",,Documentary,2024,2024-1-24,Exciting,,,,,,British;Sports & Fitness;Docuseries,81482895;81399204;81231181;81681112;81569920;80204890;80203144;81153133;81452996;81303911;81483353;81084829,United Kingdom
81735961,Dinner,Movie,U/A 16+,1.8167,"Two old friends and their partners gather for a celebratory meal, where a fifth guest stirs up secrets that threaten to bring down both relationships.",,Drama,2016,2024-1-23,,Okey Uzoeshi;Keira Hewatch;Enyinna Nwigwe;Kehinde Bankole;Deyemi Okanlawon;Richard Mofe-Damijo;Iretiola Doyle,,Jay Franklyn Jituboh,English [Original],English,Nollywood;Dramas;Thriller Movies;African Movies,81730156;81239779;81689059;81133447;81727155;81697985;81270670;80090726;81614037;81520050;81586657;81682028,Africa
70131314,Inception,Movie,U/A 16+,2.4667,A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.,"Writer-director Christopher Nolan's thriller starring Leonardo DiCaprio earned four Oscars, including Best Visual Effects.",Thriller,2010,2024-1-23,Mind-Bending,Leonardo DiCaprio;Joseph Gordon-Levitt;Elliot Page;Tom Hardy;Ken Watanabe;Dileep Rao;Cillian Murphy;Tom Berenger;Marion Cotillard;Pete Postlethwaite;Michael Caine;Lukas Haas,,Christopher Nolan,English - Audio Description;English [Original];Hindi,English,Sci-Fi Movies;Action & Adventure Movies;Spy Movies;US Movies,70307658;81198930;80117456;70035186;81023636;70079583;81436990;81252357;70019508;20557937;70103523;70217908,United States
81627978,Love Deadline,TVSeries,U/A 16+,1 Season,"Looking for true love, women meet potential husbands while traveling to scenic locales. The catch? Only women can propose, while men are on the clock.",,Reality TV,2024,2024-1-23,Sentimental;Bittersweet;Romantic,Hidetsugu Shibata;Miyu Ikeda;Nana Suzuki,,,,,Japanese;Wedding & Romance Reality TV;Reality TV,81411891;81626839;81645371;81651185;81436209;81590663;81642184;81498937;81653386;80067942;81338328;81266827,Japan
81240800,Jacqueline Novak: Get on Your Knees,Movie,A,1.5667,"Comedian Jacqueline Novak delivers a funny and philosophical meditation on sex, coming-of-age and a certain body part in this intimate stand-up special.",,Comedy,2024,2024-1-23,,Jacqueline Novak,,Natasha Lyonne,English - Audio Description;English [Original],English,Stand-Up Comedy,81471774;81635847;81717103;81157965;81730508;81714181;81665820;81697985;80090726;81725549;80167499;81729517,
80998988,The Favourite,Movie,A,2.0,"As an ailing, erratic Queen Anne loses her grip on a kingdom at war, her closest confidante tangles with a wily young rival for the ruler's affections.",,Comedy,2018,2024-1-22,Deadpan;Offbeat,Olivia Colman;Emma Stone;Rachel Weisz;Nicholas Hoult;Joe Alwyn;James Smith;Mark Gatiss;Jenny Rainsford,,Yorgos Lanthimos,English - Audio Description;English [Original];Hindi,English;Hindi,British;LGBTQ Movies;Dramas;Comedy Movies;Independent Movies;Period Pieces,80090726;81133447;81222923;60033336;80238738;81697985;81426931;81268316;81716080;81446739;80182016;81586657,United Kingdom
81350913,18 Again,TVSeries,U/A 13+,1 Season,"At a difficult place in his marriage and career, a middle-aged man gets a shot at a do-over when he's transformed back into his 18-year-old body.",,Drama,2020,2024-1-21,Sentimental;Romantic,Kim Ha-neul;Yoon Sang-hyun;Lee Do-hyun;Kim Yu-ri;Wi Ha-jun;Kim Kang-hyun;Lee Mi-do;Lee Ki-woo;Kim Me-kyung;Lee Byung-joon;Roh Jeong-eui;Ryeo-un;Choi Bo-min;Hwang In-youp,Ha Byung-hoon;Kim Do-yeon;Ahn Eun-bin;Choi Yi-ryun,,,,Romantic TV Dramas;TV Dramas;Korean;TV Comedies;Romantic TV Comedies,81482616;81502688;81669775;81520258;81225109;81465196;81486372;81716080;81205849;81697983;81410834;81519223,South Korea
60020683,Cast Away,Movie,U/A 16+,2.4,"After a plane crash leaves a man stranded on a deserted island, he fights to stay alive for years, clinging to the hope he'll someday return home.",Tom Hanks won a Golden Globe for his role in Robert Zemeckis' desert island drama.,Drama,2000,2024-1-21,Understated;Bittersweet;Emotional,Tom Hanks;Helen Hunt;Nick Searcy;Jenifer Lewis;Geoffrey Blake;Peter von Berg;Chris Noth;Lari White,,Robert Zemeckis,English - Audio Description;English [Original];Hindi,English;Hindi,Dramas;Action & Adventure Movies;US Movies,60000724;81115160;70044605;81449034;60024942;80046309;81616256;70305949;81054619;80200047;81588905;80245041,United States
81742988,Captivating the King,TVSeries,U/A 13+,1 Season,"Amid a royal and political power struggle, a king entangles with an intriguing woman — whose hidden desire for revenge transforms into unintended love.",,Drama,2024,2024-1-21,Romantic,Cho Jung-seok;Shin Sae-kyeong,Cho Nam-guk;Kim Seon-deok,,,,Romantic TV Dramas;TV Dramas;Korean;Period Pieces,81267722;81697983;81610893;81116487;81716080;81260283;81430282;81520276;81422314;80165295;81701142;80180171,South Korea
81733654,Monsters 103 Mercies Dragon Damnation,Movie,U/A 16+,0.4167,A samurai's path leads him to a young waitress whose hometown was destroyed by a dragon. He doesn't want any trouble — but it finds them anyway.,,Anime,2024,2024-1-21,Exciting,Yoshimasa Hosoya;Kana Hanazawa;Hiroki Touchi;Mitsuaki Madono;Katsuhito Nomura;Kazuya Nakai,,,English;Japanese [Original],English;Japanese,Shounen Anime;Action Anime;Japanese;Anime Series;TV Shows Based on Manga,81436990;81564899;70309073;80163050;80193178;80107103;81450803;81721676;81091393;70204957;81278456;81746882,Japan
81672088,Disquiet,Movie,U/A 16+,1.4,"A tech entrepreneur wakes up from a car crash in an abandoned hospital, where he experiences nightmarish visions and a terrifying new reality.",,Horror,2023,2024-1-20,Mind-Bending;Scary,Jonathan Rhys Meyers;Rachelle Goulding;Elyse Levesque;Lochlyn Munro;Garry Chalk;Trezzo Mahoro;Anita Brown;Bradley Stryker,,Michael Winnick,English - Audio Description;English [Original];Hindi,English;Hindi,Horror Movies;US Movies,81644895;70215455;81592913;81478662;81217344;81487924;81415088;81621599;81517749;70243679;81573297;81488656,United States
81479058,Wolf,Movie,A,1.65,"In a remote facility for patients with species dysphoria, a young man clashes with a ruthless doctor who will go to great lengths to cure him.",,Drama,2021,2024-1-2,Provocative;Psychological;Intimate,George MacKay;Lily-Rose Depp;Paddy Considine;Eileen Walsh;Fionn O'Shea;Lola Petticrew;Senan Jennings;Darragh Shannon;Terry Notary;Martin McCann,,Nathalie Biancheri,English - Audio Description;English [Original];Hindi,English;Hindi,Irish;Dramas;Independent Movies,70305928;80087932;81449034;81252916;81740214;81688853;81586657;81268316;81463014;81682028;81388090;70143860,Ireland
81557731,The Kitchen,Movie,U/A 16+,1.8,"Izi's close to escaping The Kitchen, one of London’s last remaining housing estates. But when young Benji enters his life, he faces some hard decisions.","Oscar winner Daniel Kaluuya (""Get Out"") co-directed this film alongside Kibwe Tavares.",Drama,2023,2024-1-19,Gritty;Understated,Kane Robinson;Jedaiah Bannerman;Hope Ikpoku Jr.;Ian Wright;Teija Kabs;Demmy Ladipo;Cristale;BackRoad Gee;Rasaq Kukoyi;Reuben 'Trizzy' Nyamah;Henry Lawfull;Alan Asaad,,Kibwe Tavares;Daniel Kaluuya,English - Audio Description;English [Original];Hindi,English,Sci-Fi Movies;British;Dramas;Social Issue Dramas,80090726;81288179;81460836;81268316;81517155;81516447;81586657;81133447;81697985;80238738;81740214;81241510,United Kingdom
81754780,Salaar (Malayalam),Movie,A,2.9167,"The fate of a violently contested kingdom hangs on the fraught bond between two friends-turned-foes in this saga of power, bloodshed and betrayal.","This action epic stars Prabhas (""Baahubali""), Prithviraj Sukumaran (""Kaduva"") and Shruti Haasan (""Waltair Veerayya"").",Action,2023,2024-1-19,Violent,Prabhas;Prithviraj Sukumaran;Shruthi Haasan;Jagapathi Babu,,Prashanth Neel,Malayalam,English,Crime Movies;Action & Adventure Movies;Telugu-Language Movies,81727155;81436990;81754779;81639323;81157385;81754781;81721676;81241510;81493411;81671565;81680653;81475316,India
81608592,The Bequeathed,TVSeries,U/A 16+,1 Season,"After the death of an unknown uncle, a woman inherits a burial ground and finds herself in the center of a string of murders and dark secrets.",,Thriller,2024,2024-1-19,Dark;Suspenseful,Kim Hyun-joo;Park Hee-soon;Park Byung-eun;Ryu Kyung-soo,Yeon Sang-ho;Min Hong-nam;Hwang Eun-young,,,,Korean;TV Mysteries;Crime TV Shows;K-dramas based on Webtoon;TV Thrillers,81010699;80226357;81349413;81640988;81727155;81038589;81437733;81011211;81444051;81256675;81614037;80187302,South Korea
81588807,Caged Wings,Movie,A,1.7,"Dan, a budding street artist, supports himself with smash-and-grab heists. But his father's return from jail reignites his demons and pushes him to flee.",,Drama,2024,2024-1-19,Gritty;Intimate,Óscar Casas;Candela González;Farid Bechara;Francisco Boira;Adolfo Parra;Yerlin Ureña Gil;Ángeles Moreno,,Mario Casas,Spanish (Spain) - Audio Description;Spanish (Spain) [Original],English;English;Spanish (Spain),Spanish;Dramas,80090726;81557731;81348771;81268316;81697985;81586657;60033336;80238738;81478537;81133447;81308434;81614037,Spain
81754781,Salaar (Kannada),Movie,A,2.9167,"The fate of a violently contested kingdom hangs on the fraught bond between two friends-turned-foes in this saga of power, bloodshed and betrayal.","This action epic stars Prabhas (""Baahubali""), Prithviraj Sukumaran (""Kaduva"") and Shruti Haasan (""Waltair Veerayya"").",Action,2023,2024-1-19,Violent,Prabhas;Prithviraj Sukumaran;Shruthi Haasan;Jagapathi Babu,,Prashanth Neel,Kannada,English,Crime Movies;Action & Adventure Movies;Telugu-Language Movies,81436990;81727155;81754779;81639323;81157385;81754780;81721676;81493411;81671565;81241510;81680653;81446739,India
81754779,Salaar (Tamil),Movie,A,2.9167,"The fate of a violently contested kingdom hangs on the fraught bond between two friends-turned-foes in this saga of power, bloodshed and betrayal.","This action epic stars Prabhas (""Baahubali""), Prithviraj Sukumaran (""Kaduva"") and Shruti Haasan (""Waltair Veerayya"").",Action,2023,2024-1-19,Violent,Prabhas;Prithviraj Sukumaran;Shruthi Haasan;Jagapathi Babu,,Prashanth Neel,Tamil,English,Crime Movies;Action & Adventure Movies;Telugu-Language Movies,81727155;81436990;81639323;81754780;81157385;81754781;81721676;81671565;81493411;81241510;81475316;60027695,India
81748098,Song of the South,Movie,U/A 13+,1.8333,"As French colonial rule reaches a violent end in Vietnam, a 12-year-old boy makes a treacherous journey in search of his estranged father.",,Drama,2023,2024-1-19,Emotional;Exciting,Huynh Hao Khang;Do Ky Phong;Bui Ly Bao Ngoc;Tuan Tran;Tien Luat;Hong Anh;Bang Di;Hua Vi Van;Huynh Dong;Cong Ninh;Tuyen Map;Mai Tai Phen;Bich Ngoc;Faugere Guillaume,,Nguyen Quang Dung,Vietnamese [Original],English;Vietnamese,Vietnamese;Dramas;Movies Based on Books;Period Pieces,81075519;81603171;80090726;81697985;81623689;81586657;81241510;81682028;80241181;81742210;81740214;81268316,Vietnam
81486233,Sixty Minutes,Movie,A,1.4833,"Desperate to keep custody of his daughter, a mixed martial arts fighter abandons a big match and races across Berlin to attend her birthday party.",,Action,2024,2024-1-19,,Emilio Sakraya;Dennis Mojen;Marie Mouroum;Paul Wollin;Florian Schmidtke;Aristo Luis;José Barros Moncada;Vassilis Koukalani;Janna Striebeck;Morîk Maya Heydo,,Oliver Kienle,German - Audio Description;German [Original];English;Hindi,German;English;English,German;Sports Movies;Martial Arts Movies;Action & Adventure Movies,81436990;81265968;81721676;80109145;80221677;81446739;81727155;81570254;81586657;80240904;81098497;70019508,Germany
81742210,Trespassers,Movie,U/A 13+,1.5,"Three unlikely thieves break into a mansion looking for the cash they believe its owner is hiding, only to encounter unexpected complications.",,Drama,2024,2024-1-19,Deadpan;Witty,Rinko Kikuchi;Kami Hiraiwa;Mai Shiraishi;Akihiro Kakuta;Sosuke Ikematsu;Yo Yoshida,,Itaru Mizuno,Japanese [Original],English;Japanese,Japanese;Crime Movies;Dramas;Comedy Movies,81739766;81622917;81697985;81716080;81446739;80090726;81697983;81268316;81586657;81133447;81511410;81740061,Japan
